Rk,Season,Team,G,W,L,W/L%,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,DRB%,FTr,opp_eFG%,opp_TS%,opp_TOV%,opp_ORB%,opp_DRB%,opp_FTr
1071,2019-20,Lipscomb,32,16,16,0.5,68.8,102.0,102.3,0.51,0.536,16.3,27.1,73.0,0.288,0.511,0.534,15.8,27.0,72.9,0.262
1072,2023-24,Lindenwood,31,9,22,0.29,68.1,95.3,106.9,0.446,0.496,15.5,24.5,71.7,0.378,0.533,0.568,16.3,28.3,75.5,0.378
1073,2022-23,Lindenwood,32,11,21,0.344,69.2,98.6,104.7,0.493,0.525,16.7,25.0,70.3,0.278,0.513,0.54,15.8,29.7,75.0,0.297
1074,2023-24,Liberty,32,18,14,0.563,66.0,111.0,98.5,0.555,0.57,13.9,26.1,76.2,0.255,0.489,0.522,15.6,23.8,73.9,0.286
1075,2022-23,Liberty,36,27,9,0.75,65.7,113.8,92.8,0.566,0.588,14.0,25.8,79.4,0.262,0.48,0.513,18.0,20.6,74.2,0.274
1076,2021-22,Liberty,33,22,11,0.667,66.0,110.3,95.4,0.567,0.594,15.8,23.0,78.1,0.278,0.469,0.506,15.6,21.9,77.0,0.304
1077,2020-21,Liberty,29,23,6,0.793,64.9,114.6,92.4,0.58,0.604,13.9,23.4,78.9,0.237,0.464,0.495,16.3,21.1,76.6,0.281
1078,2019-20,Liberty,34,30,4,0.882,61.3,111.8,87.7,0.553,0.579,13.6,24.8,78.8,0.312,0.445,0.477,17.5,21.2,75.2,0.273
1079,2023-24,Lehigh,32,14,18,0.438,69.9,101.6,99.3,0.5,0.536,15.1,22.8,76.9,0.316,0.504,0.532,16.1,23.1,77.2,0.288
1080,2022-23,Lehigh,30,16,14,0.533,69.7,100.1,99.5,0.503,0.539,15.4,20.1,74.2,0.304,0.489,0.516,14.9,25.8,79.9,0.284
1081,2021-22,Lehigh,32,13,19,0.406,68.8,99.1,103.3,0.52,0.548,17.6,21.1,74.3,0.256,0.488,0.523,13.0,25.7,78.9,0.315
1082,2020-21,Lehigh,15,4,11,0.267,71.3,95.0,106.5,0.471,0.502,16.1,24.9,76.2,0.279,0.532,0.566,15.2,23.8,75.1,0.328
1083,2019-20,Lehigh,32,11,21,0.344,69.5,97.5,104.4,0.496,0.527,17.6,26.3,74.0,0.26,0.511,0.543,15.2,26.0,73.7,0.32
1084,2023-24,Le Moyne,32,15,17,0.469,69.2,104.3,101.0,0.514,0.544,14.7,23.7,69.9,0.246,0.495,0.522,16.5,30.1,76.3,0.257
1085,2023-24,Lamar,33,19,14,0.576,70.5,108.7,101.8,0.512,0.547,15.4,34.4,69.1,0.335,0.488,0.528,16.9,30.9,65.6,0.394
1086,2022-23,Lamar,31,9,22,0.29,67.9,99.2,108.9,0.481,0.516,17.8,33.2,66.8,0.325,0.522,0.545,15.3,33.2,66.8,0.305
1087,2021-22,Lamar,29,2,27,0.069,67.5,90.8,108.1,0.447,0.478,18.5,30.2,69.2,0.262,0.518,0.553,15.3,30.8,69.8,0.381
1088,2020-21,Lamar,28,10,18,0.357,69.8,93.5,102.8,0.46,0.5,17.7,26.4,71.3,0.308,0.523,0.545,17.5,28.7,73.6,0.275
1089,2019-20,Lamar,32,17,15,0.531,71.7,99.9,96.3,0.486,0.522,17.4,30.8,67.7,0.344,0.496,0.522,20.4,32.3,69.2,0.266
1090,2023-24,Lafayette,32,11,21,0.344,65.3,94.7,101.5,0.47,0.495,15.5,24.5,70.8,0.24,0.483,0.521,15.4,29.2,75.5,0.31
1091,2022-23,Lafayette,34,11,23,0.324,63.3,96.1,101.2,0.487,0.505,15.9,23.8,74.4,0.245,0.508,0.536,16.2,25.6,76.2,0.294
1092,2021-22,Lafayette,30,10,20,0.333,66.0,100.7,108.1,0.508,0.527,14.6,22.9,70.2,0.215,0.529,0.551,14.9,29.8,77.1,0.261
1093,2020-21,Lafayette,15,9,6,0.6,70.2,107.1,105.7,0.506,0.549,13.3,23.7,71.5,0.303,0.509,0.539,14.0,28.5,76.3,0.337
1094,2019-20,Lafayette,31,19,12,0.613,67.7,103.6,101.6,0.527,0.553,16.0,23.4,72.9,0.239,0.483,0.505,12.3,27.1,76.6,0.222
1095,2023-24,La Salle,33,16,17,0.485,67.3,106.4,106.9,0.499,0.526,12.2,27.5,69.7,0.246,0.503,0.537,13.7,30.3,72.5,0.327
1096,2022-23,La Salle,34,15,19,0.441,68.5,100.9,104.9,0.485,0.514,15.6,30.5,69.5,0.283,0.51,0.538,15.5,30.5,69.5,0.316
1097,2021-22,La Salle,30,11,19,0.367,68.4,97.4,103.3,0.477,0.504,16.4,28.9,72.4,0.251,0.499,0.531,14.7,27.6,71.1,0.31
1098,2020-21,La Salle,25,9,16,0.36,69.7,97.2,104.9,0.503,0.525,18.2,26.8,71.0,0.242,0.517,0.555,17.1,29.0,73.2,0.354
1099,2019-20,La Salle,30,15,15,0.5,69.8,96.2,98.9,0.484,0.513,18.1,28.6,71.7,0.331,0.485,0.528,17.7,28.3,71.4,0.401
1100,2023-24,Kentucky,33,23,10,0.697,73.9,119.2,106.7,0.572,0.602,12.6,28.9,69.5,0.304,0.496,0.531,13.6,30.5,71.1,0.334
1101,2022-23,Kentucky,34,22,12,0.647,66.8,110.7,100.8,0.506,0.538,14.5,39.2,74.9,0.319,0.486,0.523,14.7,25.1,60.8,0.299
1102,2021-22,Kentucky,34,26,8,0.765,69.2,114.0,95.5,0.531,0.559,14.0,37.7,75.1,0.28,0.469,0.5,15.5,24.9,62.3,0.254
1103,2020-21,Kentucky,25,9,16,0.36,70.0,99.7,99.3,0.471,0.513,16.9,32.6,69.5,0.345,0.467,0.505,15.4,30.5,67.4,0.297
1104,2019-20,Kentucky,31,25,6,0.806,68.5,107.8,95.8,0.507,0.561,15.8,30.8,71.5,0.408,0.453,0.489,15.1,28.5,69.2,0.321
1105,2023-24,Kent State,34,17,17,0.5,67.7,108.5,103.4,0.511,0.548,14.8,31.8,71.3,0.32,0.512,0.548,16.9,28.7,68.2,0.345
1106,2022-23,Kent State,35,28,7,0.8,69.7,108.9,94.2,0.514,0.546,14.0,31.0,70.3,0.308,0.468,0.511,19.6,29.7,69.0,0.368
1107,2021-22,Kent State,34,23,11,0.676,67.5,105.6,96.6,0.508,0.544,15.7,31.2,74.3,0.32,0.48,0.517,17.6,25.7,68.8,0.357
1108,2020-21,Kent State,23,15,8,0.652,70.9,107.6,99.7,0.508,0.544,16.1,34.8,72.2,0.277,0.491,0.521,16.0,27.8,65.2,0.282
1109,2019-20,Kent State,32,20,12,0.625,70.1,107.2,98.4,0.523,0.551,15.5,30.7,70.1,0.283,0.477,0.515,17.2,29.9,69.3,0.331
1110,2023-24,Kennesaw State,31,15,16,0.484,75.4,109.0,106.3,0.518,0.544,13.7,30.7,70.5,0.335,0.507,0.547,15.5,29.5,69.3,0.408
1111,2022-23,Kennesaw State,35,26,9,0.743,69.8,106.4,97.8,0.531,0.555,15.5,27.9,74.0,0.358,0.494,0.528,18.0,26.0,72.1,0.357
1112,2021-22,Kennesaw State,31,13,18,0.419,68.3,107.7,102.5,0.533,0.553,15.5,30.9,72.9,0.297,0.515,0.545,17.2,27.1,69.1,0.33
1113,2020-21,Kennesaw State,24,5,19,0.208,69.7,93.9,99.9,0.481,0.507,18.0,25.5,76.4,0.296,0.505,0.539,16.5,23.6,74.5,0.328
1114,2019-20,Kennesaw State,29,1,28,0.034,68.1,81.1,110.4,0.393,0.439,19.0,25.8,68.8,0.325,0.553,0.571,16.0,31.2,74.2,0.304
1115,2023-24,Kansas State,34,19,15,0.559,68.4,102.8,101.3,0.502,0.541,18.2,32.4,69.5,0.383,0.468,0.505,13.8,30.5,67.6,0.331
1116,2022-23,Kansas State,36,26,10,0.722,70.5,106.2,97.4,0.523,0.562,17.0,29.9,69.7,0.361,0.481,0.518,18.2,30.3,70.1,0.363
1117,2021-22,Kansas State,31,14,17,0.452,67.4,101.5,99.2,0.494,0.527,14.9,25.3,71.7,0.296,0.495,0.527,17.4,28.3,74.7,0.32
1118,2020-21,Kansas State,29,9,20,0.31,66.5,92.9,105.6,0.472,0.5,19.4,29.7,72.0,0.289,0.534,0.566,17.7,28.0,70.3,0.315
1119,2019-20,Kansas State,32,11,21,0.344,67.2,95.1,96.3,0.475,0.506,18.4,29.6,69.8,0.347,0.496,0.533,21.2,30.2,70.4,0.388
1120,2023-24,Kansas City,32,16,16,0.5,67.3,105.2,101.4,0.498,0.529,15.1,32.6,74.2,0.298,0.497,0.54,16.5,25.8,67.4,0.43
1121,2022-23,Kansas City,32,11,21,0.344,65.4,97.2,103.8,0.443,0.484,16.9,36.5,70.4,0.324,0.493,0.538,15.7,29.6,63.5,0.383
1122,2021-22,Kansas City,31,19,12,0.613,70.2,106.2,95.8,0.541,0.563,13.7,20.4,78.2,0.311,0.497,0.545,20.2,21.8,79.6,0.42
1123,2020-21,Kansas City,24,11,13,0.458,66.5,105.4,94.1,0.555,0.572,16.9,24.3,76.0,0.293,0.494,0.539,21.4,24.0,75.7,0.516
1124,2019-20,Kansas City,30,16,14,0.533,66.7,102.6,96.8,0.521,0.546,16.9,26.0,71.8,0.293,0.478,0.535,19.8,28.2,74.0,0.458
1125,2023-24,Kansas,34,23,11,0.676,69.9,107.7,99.6,0.538,0.567,14.9,25.7,73.7,0.32,0.48,0.51,14.5,26.3,74.3,0.282
1126,2022-23,Kansas,36,28,8,0.778,70.2,106.8,96.3,0.526,0.555,15.4,28.7,71.3,0.298,0.47,0.508,17.6,28.7,71.3,0.311
1127,2021-22,Kansas,40,34,6,0.85,69.5,111.5,95.8,0.538,0.567,14.9,32.9,71.5,0.323,0.458,0.493,15.7,28.5,67.1,0.277
1128,2020-21,Kansas,30,21,9,0.7,69.7,104.3,95.7,0.499,0.531,14.8,30.5,73.9,0.298,0.478,0.51,17.5,26.1,69.5,0.266
1129,2019-20,Kansas,31,28,3,0.903,67.9,109.4,89.0,0.541,0.564,16.2,32.8,73.7,0.35,0.44,0.467,16.8,26.3,67.2,0.233
1130,2023-24,James Madison,36,32,4,0.889,71.6,115.0,96.2,0.544,0.572,13.0,32.5,73.1,0.342,0.469,0.51,17.4,26.9,67.5,0.341
1131,2022-23,James Madison,33,22,11,0.667,72.2,109.8,92.8,0.527,0.56,15.5,32.8,72.8,0.37,0.481,0.51,19.9,27.2,67.2,0.307
1132,2021-22,James Madison,29,15,14,0.517,70.5,105.1,102.5,0.525,0.55,15.4,26.9,69.1,0.293,0.518,0.547,18.7,30.9,73.1,0.265
1133,2020-21,James Madison,20,13,7,0.65,72.4,107.9,97.3,0.521,0.549,14.6,29.4,71.3,0.386,0.485,0.525,19.3,28.7,70.6,0.321
1134,2019-20,James Madison,30,9,21,0.3,72.1,99.7,106.1,0.484,0.514,15.1,26.2,74.0,0.365,0.517,0.546,14.3,26.0,73.8,0.285
1135,2023-24,Jacksonville State,32,14,18,0.438,67.1,104.0,98.7,0.499,0.535,17.1,33.9,75.5,0.372,0.494,0.528,16.6,24.5,66.1,0.339
1136,2022-23,Jacksonville State,31,13,18,0.419,66.5,104.7,105.2,0.521,0.55,17.2,30.4,75.1,0.328,0.518,0.549,15.2,24.9,69.6,0.284
1137,2021-22,Jacksonville State,32,21,11,0.656,67.5,108.6,99.3,0.549,0.571,16.9,29.5,73.6,0.308,0.483,0.513,15.3,26.4,70.5,0.216
1138,2020-21,Jacksonville State,27,18,9,0.667,68.0,107.7,99.5,0.531,0.556,16.6,32.3,72.3,0.316,0.479,0.504,14.3,27.7,67.7,0.251
1139,2019-20,Jacksonville State,32,13,19,0.406,70.0,102.1,98.7,0.506,0.532,17.3,31.4,75.2,0.291,0.514,0.539,18.0,24.8,68.6,0.285
1140,2023-24,Jacksonville,33,16,17,0.485,68.6,104.4,105.2,0.491,0.528,16.1,36.3,70.4,0.359,0.506,0.544,16.0,29.6,63.7,0.39
1141,2022-23,Jacksonville,29,13,16,0.448,62.0,102.2,101.0,0.517,0.545,16.5,25.2,75.2,0.232,0.484,0.514,13.6,24.8,74.8,0.253
1142,2021-22,Jacksonville,31,21,10,0.677,63.1,106.0,93.7,0.505,0.535,15.3,33.6,77.3,0.297,0.463,0.499,16.2,22.7,66.4,0.294
1143,2020-21,Jacksonville,24,11,13,0.458,69.5,96.7,99.4,0.502,0.529,18.3,24.8,71.1,0.34,0.504,0.529,18.2,28.9,75.2,0.264
1144,2019-20,Jacksonville,32,14,18,0.438,67.6,97.7,97.4,0.486,0.514,17.5,29.2,74.4,0.311,0.463,0.497,13.8,25.6,70.8,0.281
1145,2023-24,Jackson State,32,15,17,0.469,70.0,101.4,107.6,0.47,0.509,16.0,34.9,68.0,0.347,0.526,0.558,16.5,32.0,65.1,0.345
1146,2022-23,Jackson State,33,14,19,0.424,69.7,95.8,104.2,0.473,0.505,18.9,33.1,70.8,0.33,0.522,0.556,17.0,29.2,66.9,0.339
1147,2021-22,Jackson State,30,11,19,0.367,65.9,92.1,98.9,0.453,0.477,17.1,31.4,72.1,0.265,0.477,0.514,16.0,27.9,68.6,0.366
1148,2020-21,Jackson State,18,12,6,0.667,70.5,91.8,87.9,0.446,0.491,18.7,28.9,73.5,0.421,0.437,0.484,19.5,26.5,71.1,0.411
1149,2019-20,Jackson State,32,15,17,0.469,71.1,94.6,94.8,0.463,0.498,15.9,26.2,71.9,0.35,0.484,0.528,20.3,28.1,73.8,0.423
1150,2023-24,IUPUI,32,6,26,0.188,68.8,95.3,115.5,0.469,0.512,18.5,30.3,65.1,0.344,0.578,0.603,16.9,34.9,69.7,0.334
1151,2022-23,IUPUI,32,5,27,0.156,67.7,96.0,112.9,0.5,0.529,20.4,29.3,67.9,0.313,0.539,0.576,14.8,32.1,70.7,0.345
1152,2021-22,IUPUI,29,3,26,0.103,63.4,82.7,105.9,0.43,0.461,22.6,31.1,68.3,0.264,0.518,0.557,18.0,31.7,68.9,0.359
1153,2020-21,IUPUI,18,8,10,0.444,72.7,97.9,104.3,0.49,0.523,17.0,25.4,74.7,0.305,0.527,0.563,16.9,25.3,74.6,0.351
1154,2019-20,IUPUI,32,7,25,0.219,71.9,97.3,110.6,0.478,0.504,16.6,29.3,67.6,0.316,0.535,0.561,15.1,32.4,70.7,0.283
1155,2023-24,Iowa State,37,29,8,0.784,67.9,110.9,90.6,0.52,0.551,13.3,31.1,70.7,0.354,0.474,0.512,22.2,29.3,68.9,0.348
1156,2022-23,Iowa State,33,19,14,0.576,65.7,102.2,94.6,0.499,0.523,16.7,33.9,73.5,0.279,0.499,0.542,22.3,26.5,66.1,0.408
1157,2021-22,Iowa State,35,22,13,0.629,67.2,96.9,92.4,0.491,0.517,17.9,28.4,71.7,0.271,0.48,0.521,21.7,28.3,71.6,0.367
1158,2020-21,Iowa State,24,2,22,0.083,70.5,93.0,108.8,0.48,0.51,18.8,24.3,66.9,0.196,0.52,0.558,15.9,33.1,75.7,0.362
1159,2019-20,Iowa State,32,12,20,0.375,70.4,101.8,103.2,0.498,0.533,16.4,29.2,68.4,0.285,0.518,0.543,17.8,31.6,70.8,0.28
1160,2023-24,Iowa,34,19,15,0.559,72.6,114.0,108.9,0.528,0.567,11.6,27.4,69.7,0.331,0.523,0.552,14.3,30.3,72.6,0.329
1161,2022-23,Iowa,33,19,14,0.576,69.6,113.7,106.0,0.517,0.551,11.9,32.1,72.6,0.323,0.533,0.558,16.1,27.4,67.9,0.238
1162,2021-22,Iowa,36,26,10,0.722,70.3,117.5,100.5,0.533,0.564,11.1,32.2,70.1,0.3,0.497,0.525,16.7,29.9,67.8,0.263
1163,2020-21,Iowa,31,22,9,0.71,71.0,117.5,102.1,0.547,0.574,11.5,30.5,71.3,0.32,0.488,0.51,13.8,28.7,69.5,0.222
1164,2019-20,Iowa,31,20,11,0.645,70.6,110.2,102.5,0.516,0.554,14.7,32.0,70.5,0.344,0.494,0.525,15.2,29.5,68.0,0.268
1165,2023-24,Iona,33,16,17,0.485,68.0,104.9,103.8,0.5,0.522,13.0,28.3,69.0,0.285,0.528,0.566,19.6,31.0,71.7,0.375
1166,2022-23,Iona,35,27,8,0.771,68.8,110.1,95.0,0.516,0.548,13.1,31.6,69.3,0.29,0.463,0.498,17.9,30.7,68.4,0.309
1167,2021-22,Iona,33,25,8,0.758,70.2,106.3,97.0,0.507,0.54,15.4,31.8,70.3,0.372,0.466,0.504,16.5,29.8,68.2,0.338
1168,2020-21,Iona,18,12,6,0.667,69.9,102.0,94.5,0.507,0.546,19.3,32.2,73.6,0.345,0.46,0.506,17.4,26.4,67.8,0.461
1169,2019-20,Iona,29,12,17,0.414,68.6,100.7,102.0,0.51,0.552,18.3,25.1,68.3,0.337,0.494,0.52,16.0,31.7,74.9,0.342
1170,2023-24,Indiana State,39,32,7,0.821,71.4,118.4,102.1,0.6,0.632,14.7,23.5,76.6,0.334,0.497,0.528,13.9,23.4,76.5,0.259
1171,2022-23,Indiana State,36,23,13,0.639,71.2,110.7,97.2,0.564,0.596,15.3,21.9,77.6,0.31,0.483,0.519,15.7,22.4,78.1,0.298
1172,2021-22,Indiana State,31,11,20,0.355,69.4,99.4,101.5,0.518,0.552,17.1,18.6,78.0,0.264,0.504,0.534,14.5,22.0,81.4,0.25
1173,2020-21,Indiana State,25,15,10,0.6,66.8,99.6,98.6,0.489,0.53,16.2,25.0,73.5,0.359,0.515,0.54,19.4,26.5,75.0,0.273
1174,2019-20,Indiana State,30,18,12,0.6,66.2,102.9,100.5,0.517,0.549,15.5,23.5,74.6,0.329,0.506,0.536,17.0,25.4,76.5,0.326
1175,2023-24,Indiana,33,19,14,0.576,69.4,104.2,107.1,0.521,0.548,15.5,27.0,70.3,0.377,0.49,0.529,12.8,29.7,73.0,0.316
1176,2022-23,Indiana,35,23,12,0.657,68.4,109.0,100.1,0.535,0.561,14.7,28.1,71.0,0.295,0.472,0.505,14.1,29.0,71.9,0.298
1177,2021-22,Indiana,35,21,14,0.6,67.9,103.2,96.5,0.506,0.538,15.2,27.0,74.9,0.335,0.462,0.504,15.5,25.1,73.0,0.307
1178,2020-21,Indiana,27,12,15,0.444,67.1,100.6,100.1,0.485,0.521,15.1,25.3,72.7,0.415,0.488,0.525,15.6,27.3,74.7,0.335
1179,2019-20,Indiana,32,20,12,0.625,68.7,103.6,96.8,0.493,0.528,15.7,32.4,75.5,0.392,0.479,0.511,15.8,24.5,67.6,0.326
1180,2023-24,Incarnate Word,31,8,23,0.258,71.9,99.6,108.4,0.494,0.533,19.1,30.3,70.5,0.359,0.51,0.548,13.5,29.5,69.7,0.396
1181,2022-23,Incarnate Word,31,12,19,0.387,69.3,100.9,105.3,0.497,0.537,17.2,27.0,68.4,0.342,0.534,0.563,18.3,31.6,73.0,0.327
1182,2021-22,Incarnate Word,32,7,25,0.219,68.4,97.9,111.6,0.494,0.533,17.7,23.6,68.9,0.284,0.561,0.584,16.3,31.1,76.4,0.296
1183,2020-21,Incarnate Word,22,8,14,0.364,68.2,99.1,104.6,0.516,0.547,18.4,24.0,69.4,0.337,0.513,0.541,16.3,30.6,76.0,0.323
1184,2019-20,Incarnate Word,31,9,22,0.29,69.2,94.0,105.1,0.471,0.511,19.1,27.6,67.5,0.321,0.515,0.554,17.8,32.5,72.4,0.338
1185,2023-24,Illinois–Chicago,33,12,21,0.364,68.7,100.4,102.3,0.512,0.536,15.9,23.4,71.8,0.259,0.481,0.526,15.2,28.2,76.6,0.356
1186,2022-23,Illinois–Chicago,32,12,20,0.375,69.2,96.2,102.6,0.487,0.516,16.4,23.1,70.1,0.341,0.505,0.539,17.2,29.9,76.9,0.325
1187,2021-22,Illinois–Chicago,30,14,16,0.467,69.4,102.4,103.8,0.514,0.537,15.2,24.6,73.4,0.228,0.509,0.544,15.2,26.6,75.4,0.334
1188,2020-21,Illinois–Chicago,22,9,13,0.409,69.6,96.1,102.7,0.497,0.516,16.8,23.4,72.7,0.228,0.48,0.514,12.4,27.3,76.6,0.339
1189,2019-20,Illinois–Chicago,35,18,17,0.514,70.5,97.4,97.2,0.507,0.533,19.5,27.9,71.9,0.294,0.461,0.497,15.3,28.1,72.1,0.367
1190,2023-24,Illinois State,32,15,17,0.469,65.3,101.9,103.7,0.479,0.519,14.9,29.0,74.3,0.36,0.506,0.537,14.6,25.7,71.0,0.271
1191,2022-23,Illinois State,32,11,21,0.344,65.7,99.6,105.6,0.502,0.545,19.3,28.2,73.3,0.313,0.518,0.549,14.8,26.7,71.8,0.34
1192,2021-22,Illinois State,33,13,20,0.394,69.2,104.4,105.2,0.518,0.553,17.0,28.5,71.0,0.314,0.505,0.541,15.2,29.0,71.5,0.309
1193,2020-21,Illinois State,25,7,18,0.28,70.7,100.3,104.2,0.526,0.544,17.3,23.8,73.9,0.252,0.512,0.539,14.7,26.1,76.2,0.257
1194,2019-20,Illinois State,31,10,21,0.323,68.4,96.3,102.0,0.498,0.525,18.6,25.6,72.8,0.252,0.511,0.543,17.3,27.2,74.4,0.309
1195,2023-24,Illinois,38,29,9,0.763,70.1,118.2,104.0,0.536,0.572,12.6,35.6,73.7,0.371,0.48,0.511,10.8,26.3,64.4,0.267
1196,2022-23,Illinois,33,20,13,0.606,69.5,105.7,95.5,0.514,0.542,15.8,31.6,73.3,0.343,0.467,0.501,16.3,26.7,68.4,0.301
1197,2021-22,Illinois,33,23,10,0.697,67.9,108.8,98.2,0.525,0.554,15.5,33.1,73.4,0.32,0.46,0.495,13.5,26.6,66.9,0.282
1198,2020-21,Illinois,31,24,7,0.774,71.2,111.7,95.2,0.556,0.582,15.8,32.0,78.1,0.379,0.465,0.497,14.3,21.9,68.0,0.301
1199,2019-20,Illinois,31,21,10,0.677,67.5,106.6,96.3,0.491,0.528,15.0,35.8,74.5,0.332,0.47,0.499,15.0,25.5,64.2,0.233
1200,2023-24,Idaho State,34,14,20,0.412,64.9,106.7,106.1,0.517,0.545,14.5,30.4,74.5,0.329,0.534,0.566,16.5,25.5,69.6,0.308
1201,2022-23,Idaho State,32,11,21,0.344,65.7,102.8,105.5,0.513,0.545,15.4,24.5,72.6,0.29,0.506,0.552,15.8,27.4,75.5,0.351
1202,2021-22,Idaho State,30,7,23,0.233,65.9,97.2,108.1,0.484,0.517,18.2,28.8,73.0,0.339,0.529,0.564,15.0,27.0,71.2,0.345
1203,2020-21,Idaho State,24,13,11,0.542,66.2,101.9,92.2,0.509,0.547,19.3,32.3,75.3,0.393,0.458,0.494,16.8,24.7,67.7,0.33
1204,2019-20,Idaho State,30,8,22,0.267,67.7,101.8,106.9,0.514,0.539,17.3,29.3,72.8,0.349,0.527,0.556,14.7,27.2,70.7,0.258
1205,2023-24,Idaho,32,11,21,0.344,65.9,102.6,107.7,0.51,0.54,15.4,24.1,72.7,0.274,0.522,0.559,14.8,27.3,75.9,0.366
1206,2022-23,Idaho,32,10,22,0.313,67.1,107.5,107.4,0.534,0.572,15.1,22.0,73.2,0.353,0.531,0.562,15.1,26.8,78.0,0.313
1207,2021-22,Idaho,31,9,22,0.29,71.3,101.5,110.7,0.512,0.55,17.0,23.6,74.3,0.351,0.539,0.565,12.9,25.7,76.4,0.332
1208,2020-21,Idaho,22,1,21,0.045,67.4,89.5,112.2,0.485,0.52,21.8,22.0,70.3,0.296,0.543,0.578,15.0,29.7,78.0,0.358
1209,2019-20,Idaho,32,8,24,0.25,69.3,93.8,104.7,0.484,0.513,18.1,24.4,74.0,0.301,0.515,0.54,14.2,26.0,75.6,0.281
1210,2023-24,Howard,35,18,17,0.514,69.4,106.5,105.6,0.522,0.566,18.9,34.4,69.8,0.418,0.504,0.54,15.1,30.2,65.6,0.386
1211,2022-23,Howard,35,22,13,0.629,71.8,104.4,100.8,0.527,0.558,19.5,34.1,68.8,0.333,0.507,0.538,18.6,31.2,65.9,0.348
1212,2021-22,Howard,29,16,13,0.552,73.4,103.6,94.4,0.51,0.549,17.5,28.9,67.3,0.351,0.481,0.517,20.9,32.7,71.1,0.34
1213,2020-21,Howard,5,1,4,0.2,73.1,99.3,116.0,0.502,0.541,17.7,22.9,69.4,0.389,0.542,0.556,10.4,30.6,77.1,0.303
1214,2019-20,Howard,33,4,29,0.121,71.9,96.0,111.7,0.485,0.518,17.9,26.4,63.5,0.331,0.533,0.559,15.9,36.5,73.6,0.35
1215,2023-24,Houston Christian,29,6,23,0.207,73.4,97.0,113.2,0.475,0.505,17.8,31.2,67.9,0.363,0.532,0.558,12.2,32.1,68.8,0.278
1216,2022-23,Houston Baptist,32,10,22,0.313,73.4,105.2,112.7,0.528,0.563,18.2,29.5,70.0,0.385,0.559,0.584,15.1,30.0,70.5,0.319
1217,2021-22,Houston Baptist,29,11,18,0.379,72.2,102.9,104.3,0.504,0.542,17.8,31.9,74.8,0.383,0.534,0.57,17.9,25.2,68.1,0.356
1218,2020-21,Houston Baptist,25,6,19,0.24,74.2,95.2,107.6,0.496,0.528,19.9,25.4,68.8,0.279,0.537,0.563,16.6,31.2,74.6,0.282
1219,2019-20,Houston Baptist,29,4,25,0.138,78.0,102.3,119.9,0.503,0.547,18.6,32.2,67.9,0.38,0.581,0.611,14.6,32.1,67.8,0.367
1220,2023-24,Houston,37,32,5,0.865,64.1,113.6,89.0,0.503,0.531,11.4,36.8,68.8,0.308,0.44,0.482,20.9,31.2,63.2,0.394
1221,2022-23,Houston,37,33,4,0.892,64.8,115.5,88.6,0.523,0.553,12.9,37.1,72.3,0.289,0.427,0.47,18.3,27.7,62.9,0.357
1222,2021-22,Houston,38,32,6,0.842,65.0,113.9,89.5,0.531,0.551,14.1,37.7,72.0,0.29,0.433,0.478,18.8,28.0,62.3,0.347
1223,2020-21,Houston,32,28,4,0.875,66.1,115.1,88.1,0.51,0.542,13.2,39.4,73.2,0.303,0.433,0.476,18.8,26.8,60.6,0.405
1224,2019-20,Houston,31,23,8,0.742,66.8,107.8,92.7,0.48,0.519,14.6,38.7,74.7,0.329,0.439,0.487,16.1,25.3,61.3,0.416
1225,2023-24,Holy Cross,33,10,23,0.303,65.4,101.2,113.6,0.506,0.527,14.9,24.1,72.2,0.256,0.532,0.561,11.2,27.8,75.9,0.299
1226,2022-23,Holy Cross,32,10,22,0.313,69.1,96.2,104.6,0.495,0.512,15.7,22.3,69.5,0.253,0.512,0.534,15.3,30.5,77.7,0.274
1227,2021-22,Holy Cross,31,9,22,0.29,67.9,96.1,104.1,0.464,0.497,16.0,27.6,72.3,0.281,0.522,0.547,16.0,27.7,72.4,0.301
1228,2020-21,Holy Cross,16,5,11,0.313,69.9,100.2,107.9,0.503,0.528,16.1,26.5,68.6,0.261,0.526,0.558,16.2,31.4,73.5,0.352
1229,2019-20,Holy Cross,32,3,29,0.094,68.9,94.5,113.8,0.491,0.514,18.3,25.1,71.5,0.252,0.556,0.579,13.5,28.5,74.9,0.316
1230,2023-24,Hofstra,33,20,13,0.606,66.6,111.0,102.4,0.557,0.579,14.0,23.6,70.7,0.215,0.486,0.524,15.5,29.3,76.4,0.286
1231,2022-23,Hofstra,35,25,10,0.714,67.6,109.5,97.1,0.553,0.573,14.1,23.8,68.8,0.204,0.463,0.492,15.8,31.2,76.2,0.248
1232,2021-22,Hofstra,32,21,11,0.656,70.5,109.7,102.6,0.539,0.566,13.0,23.7,73.2,0.209,0.53,0.555,18.3,26.8,76.3,0.245
1233,2020-21,Hofstra,23,13,10,0.565,68.9,105.6,105.4,0.508,0.542,15.2,29.3,71.1,0.33,0.511,0.541,15.1,28.9,70.7,0.258
1234,2019-20,Hofstra,34,26,8,0.765,68.9,110.9,99.3,0.52,0.562,14.2,30.3,70.9,0.336,0.5,0.524,17.3,29.1,69.7,0.21
1235,2023-24,High Point,36,27,9,0.75,69.0,119.4,106.0,0.531,0.58,13.3,37.4,74.0,0.429,0.495,0.534,12.6,26.0,62.6,0.36
